protein,drug,value
CIRP1,5531,5.5
CIRP1,5533,7.9
CIRP1,5536,5.2
CIRP1,5541,0
CIRP1,5546,7.2
CIRP1,5556,7.5
CIRP1,5558,0
CIRP1,5560,5.7
CIRP1,5563,0
CIRP1,5564,6.8
CIRP1,5565,0
CIRP1,5566,7.6
CIRP1,5567,8.8
CIRP1,5568,7.3
CIRP1,5572,7.3
CIRP1,5573,6.3
CIRP1,5574,6.1
CIRP1,5576,0
CIRP1,5577,6.9
CIRP1,5578,5.8
CIRP1,5583,6.9
CIRP1,5584,6.9
CIRP1,5585,7.2
CIRP1,5587,6
CIRP1,5591,8.8
CIRP1,5593,6.3
CIRP1,5597,6
CIRP1,5601,5.3
CIRP1,5603,0
CIRP1,5606,5.1
CIRP1,5610,0
CIRP1,5611,5.7
CIRP1,5625,8.3
CIRP1,5634,5.2
CIRP1,5639,7.3
CIRP1,5641,0
CIRP1,5648,6.1
CIRP1,5656,6.4
CIRP1,5663,7.6
CIRP1,5666,5.9
CIRP1,5681,6.5
CIRP1,5687,6.9
CIRP1,5707,6.1
CIRP1,5709,7
CIRP1,5717,9.1
CIRP1,5719,7.8
CIRP1,5720,7.4
CIRP1,5723,7.4
CIRP1,5724,7.3
CIRP1,5732,7.3
CIRP1,5733,6.9
CIRP1,5734,5.8
CIRP1,5735,7.2
CIRP1,5736,6.5
CIRP1,5740,7.7
CIRP1,5743,7.4
CIRP1,5744,7.6
CIRP1,5745,7.8
CIRP1,5746,6.1
CIRP1,5749,6
CIRP1,5753,7.9
CIRP1,5754,7.3
CIRP1,5755,7.1
CIRP1,5756,7.9
CIRP1,5757,8.1
CIRP1,5761,7.2
CIRP1,5770,7.5
CIRP1,5773,6.7
CIRP1,5780,0
CIRP1,5789,5.4
CIRP1,5790,5.5
CIRP1,5794,5.8
CIRP1,5798,0
CIRP1,5799,0
CIRP1,5801,0
CIRP1,5803,6.1
CIRP1,5806,5.9
CIRP1,5810,0
CIRP1,5816,0
CIRP1,5819,5.6
CIRP1,5826,5.4
CIRP1,5833,7.5
CIRP1,5834,7.1
CIRP1,5838,6.3
CIRP1,5839,7.3
CIRP1,5842,5.6
CIRP1,5850,5.5
CIRP1,5853,0
CIRP1,5857,7.7
CIRP1,5858,7.5
CIRP1,5859,5.4
CIRP1,5865,7.3
CIRP1,5870,8.4
CIRP1,5875,6.9
CIRP1,5876,6.6
CIRP1,5878,7.9
CIRP1,5880,7.8
CIRP1,5881,7.7
CIRP1,5884,6.2
CIRP1,5885,6.2
CIRP1,5892,6.6
CIRP1,5894,5.6
CIRP1,5902,5.9
CIRP1,5904,6.8
CIRP1,5905,5.3
CIRP1,5906,5.2
CIRP1,5910,5.5
CIRP1,5917,5.6
CIRP1,5918,0
CIRP1,5929,5.2
CIRP1,5936,0
CIRP1,5939,0
CIRP1,5944,5.9
CIRP1,5950,0
CIRP1,5951,0
CIRP1,5952,8.2
CIRP1,5957,5.2
CIRP1,5959,6
CIRP1,5960,0
CIRP1,5962,0
CIRP1,5977,0
CIRP1,5983,6.7
CIRP1,5988,0
CIRP1,5991,8.6
CIRP1,5994,8.4
CIRP1,5995,8.1
CIRP1,5997,8.3
CIRP1,6000,6.7
CIRP1,6005,7.4
CIRP1,6006,7.8
CIRP1,6009,6.2
CIRP1,6010,7.4
CIRP1,6011,8
CIRP1,6013,8
CIRP1,6016,6.1
CIRP1,6018,6.6
CIRP1,6021,5.3
CIRP1,6024,5.9
CIRP1,6027,0
CIRP1,6029,5.2
CIRP1,6030,5.1
CIRP1,6031,5.8
CIRP1,6032,5.5
CIRP1,6035,5.2
CIRP1,6037,7.6
CIRP1,6038,5.9
CIRP1,6041,5.2
CIRP1,6047,5.1
CIRP1,6049,0
CIRP1,6050,0
CIRP1,6054,5.1
CIRP1,6057,5.3
CIRP1,6067,5.9
CIRP1,6076,5.8
CIRP1,6077,6.4
CIRP1,6082,5
CIRP1,6083,5.1
CIRP1,6087,5.9
CIRP1,6089,6
CIRP1,6090,6.1
CIRP1,6093,5.3
CIRP1,6098,7.4
CIRP1,6101,5
CIRP1,6106,0
CIRP1,6112,0
CIRP1,6115,0
CIRP1,6119,0
CIRP1,6127,7.9
CIRP1,6128,8.2
CIRP1,6129,6.8
CIRP1,6131,5
CIRP1,6132,5.7
CIRP1,6133,6
CIRP1,6137,0
CIRP1,6140,5.4
CIRP1,6151,0
CIRP1,6175,0
CIRP1,6176,5.8
CIRP1,6179,5.4
CIRP1,6194,0
CIRP1,6196,7.2
CIRP1,6212,0
CIRP1,6213,0
CIRP1,6215,7
CIRP1,6227,0
CIRP1,6228,0
CIRP1,6230,7.8
CIRP1,6231,7.9
CIRP1,6234,0
CIRP1,6235,5.2
CIRP1,6237,7.1
CIRP1,6238,7.7
CIRP1,6245,5.4
CIRP1,6249,6.7
CIRP1,6251,0
CIRP1,6253,0
CIRP1,6256,5.9
CIRP1,6257,6.1
CIRP1,6258,5.3
CIRP1,6262,0
CIRP1,6267,0
CIRP1,6274,0
CIRP1,6279,7.1
CIRP1,6291,8.8
CIRP1,6292,7.8
CIRP1,6300,7.5
CIRP1,6301,5.8
CIRP1,6303,5.2
CIRP1,6305,6
CIRP1,6306,0
CIRP1,6307,5.8
CIRP1,6318,5.1
CIRP1,6321,0
CIRP1,6322,0
CIRP1,6326,0
CIRP1,6329,0
CIRP1,6337,0
CIRP1,6351,0
CIRP1,6367,0
CIRP1,6374,0
CIRP1,6380,0
CIRP1,6386,0
CIRP1,6406,0
CIRP1,6407,0
CIRP1,6409,0
CIRP1,6432,5.3
CIRP1,6446,7.5
CIRP1,6464,5.6
CIRP1,6465,5
CIRP1,6466,6.3
CIRP1,6468,7.1
CIRP1,6469,6.3
CIRP1,6472,6.3
CIRP1,6473,5.7
CIRP1,6475,7.3
CIRP1,6476,6.8
CIRP1,6488,5.1
CIRP1,6494,0
CIRP1,6503,0
CIRP1,6518,0
CIRP1,6526,0
CIRP1,6535,0
CIRP1,6556,0
CIRP1,6575,0
CIRP1,6578,0
CIRP1,6581,0
CIRP1,6585,0
CIRP1,6590,0
CIRP1,6597,0
CIRP1,6613,0
CIRP1,6616,5.3
CIRP1,6623,7.3
CIRP1,6634,6.3
CIRP1,6635,7.2
CIRP1,6654,5.9
CIRP1,6662,6.5
CIRP1,6674,8
CIRP1,6675,7
CIRP1,6719,8
CIRP1,6726,7.1
CIRP1,6729,8.7
CIRP1,6741,6.7
CIRP1,6758,8
CIRP1,6762,7.2
CIRP1,6764,6.6
CIRP1,6775,5.4
CIRP1,6793,5.7
CIRP1,6802,5.4
CIRP1,6804,5.3
CIRP1,6806,5.1
CIRP1,6830,5.3
CIRP1,6833,5.6
CIRP1,6834,6.3
CIRP1,6839,6.5
CIRP1,6843,5.3
CIRP1,6854,6.5
CIRP1,6857,6.6
CIRP1,6862,6.4
CIRP1,6869,6.7
CIRP1,6880,5.1
CIRP1,6883,5
CIRP1,6954,5.4
CIRP1,6961,5.2
CIRP1,6986,6.3
CIRP1,6989,5.9
CIRP1,7019,6.6
CIRP1,7027,0
CIRP1,7028,5.3
CIRP1,7029,5.6
CIRP1,7054,5.5
CIRP1,7066,5.2
CIRP1,7075,6.6
CIRP1,7077,6.3
CIRP1,7099,6.3
CIRP1,7108,6
CIRP1,7114,7.1
CIRP1,7124,5.9
CIRP1,7151,0
CIRP1,7172,5.3
CIRP1,7175,5.3
CIRP1,7180,7.3
CIRP1,7184,5.6
CIRP1,7186,5.6
CIRP1,7187,7.5
CIRP1,7188,5.7
CIRP1,7191,7
CIRP1,7211,0
CIRP1,7232,7.1
CIRP1,7239,0
CIRP1,7244,0
CIRP1,7245,0
CIRP1,7248,5.2
CIRP1,7249,5.3
CIRP1,7259,5.3
CIRP1,7264,0
CIRP1,7302,0
CIRP1,7338,5.7
CIRP1,7339,0
CIRP1,7347,0
CIRP1,7405,0
CIRP1,7410,5.4
CIRP1,7419,5
CIRP1,7427,0
CIRP1,7436,0
CIRP1,7452,5.3
CIRP1,7456,5.2
CIRP1,7464,5.6
CIRP1,7478,5.2
CIRP1,7504,0
CIRP1,7510,0
CIRP1,7532,5.3
CIRP1,7547,7.3
CIRP1,7558,5.3
CIRP1,7573,7.4
CIRP1,7594,6.5
CIRP1,7595,6.9
CIRP1,7608,0
CIRP1,7618,0
CIRP1,7619,5.9
CIRP1,7638,6.9
CIRP1,7682,0
CIRP1,7697,5.1
CIRP1,7708,5.2
CIRP1,7741,0
CIRP1,7752,0
CIRP1,7814,0
CIRP1,7888,0
CIRP1,7896,0
CIRP1,7902,0
CIRP1,7933,0
CIRP1,7950,0
CIRP1,7966,0
CIRP1,7967,0
CIRP1,7970,0
CIRP1,7991,0
CIRP1,7997,0
CIRP1,8005,0
CIRP1,8007,0
CIRP1,8019,0
CIRP1,8024,0
CIRP1,8042,5.9
CIRP1,8060,0
CIRP1,8063,0
CIRP1,8064,0
CIRP1,8071,0
CIRP1,8076,0
CIRP1,8083,0
CIRP1,8094,0
CIRP1,8150,0
CIRP1,8153,5.4
CIRP1,8163,5.2
CIRP1,8166,5.8
CIRP1,8172,0
CIRP1,8179,0
CIRP1,8186,5
CIRP1,8189,0
CIRP1,8193,5.1
CIRP1,8223,9.2
CIRP1,8226,8.1
CIRP1,8249,5.9
CIRP1,8251,6.1
CIRP1,8269,7.5
CIRP1,8271,6.5
CIRP1,8275,5.6
CIRP1,8280,5
CIRP1,8281,6.4
CIRP1,8285,0
CIRP1,8293,5.1
CIRP1,8310,6.8
CIRP1,8333,6.8
CIRP1,8339,5.2
CIRP1,8359,6.1
CIRP1,8361,7
CIRP1,8362,7.3
CIRP1,8364,6.1
CIRP1,8365,5.2
CIRP1,8367,6
CIRP1,8376,5.3
CIRP1,8378,5.1
CIRP1,8391,5.4
CIRP1,8395,8.1
CIRP1,8400,6.7
CIRP1,8405,5.6
CIRP1,8408,6
CIRP1,8420,6.3
CIRP1,8434,5.2
CIRP1,8447,7
CIRP1,8481,5.6
CIRP1,8515,7.4
CIRP1,8536,6
CIRP1,8550,7.6
CIRP1,8554,5.3
CIRP1,8556,5.8
CIRP1,8567,0
CIRP1,8569,6.6
CIRP1,8573,6
CIRP1,8582,5.2
CIRP1,8590,6.8
CIRP1,8593,7.3
CIRP1,8609,6.8
CIRP1,8612,5.5
CIRP1,8614,5.1
CIRP1,8617,6
CIRP1,8629,6.3
CIRP1,8631,0
CIRP1,8633,7
CIRP1,8642,5.4
CIRP1,8646,0
CIRP1,8669,7.3
CIRP1,8677,9.7
CIRP1,8708,5.5
CIRP1,8730,5.7
CIRP1,8754,5.9
CIRP1,8756,6.3
CIRP1,8758,0
CIRP1,8761,0
CIRP1,8768,0
CIRP1,8771,5.4
CIRP1,8778,5.4
CIRP1,8830,0
CIRP1,8894,0
CIRP1,8914,0
CIRP1,8917,0
CIRP1,8924,0
CIRP1,8925,0
CIRP1,8944,7.4
CIRP1,8955,8.2
CIRP1,8966,7.7
CIRP1,8969,8.3
CIRP1,8975,5.5
CIRP1,8977,5
CIRP1,8982,6.8
CIRP1,8987,0
CIRP1,8988,0
CIRP1,9015,0
CIRP1,9034,6
CIRP1,9046,9.3
CIRP1,9047,5.9
CIRP1,9049,6.6
CIRP1,9051,7
CIRP1,9053,7.6
CIRP1,9064,6.9
CIRP1,9084,0
CIRP1,9085,0
CIRP1,9223,5.3
CIRP1,9257,0
CIRP1,9270,7.1
CIRP1,9287,5.9
CIRP1,9294,5.7
CIRP1,9298,5.6
CIRP1,9299,5.5
CIRP1,9305,5.1
CIRP1,9324,6.8
CIRP1,9330,6.6
CIRP1,9331,8.6
CIRP1,9354,0
CIRP1,9363,5.6
CIRP1,9375,6.7
CIRP1,9386,7.9
CIRP1,9387,7
CIRP1,9395,5.3
CIRP1,9403,8.1
CIRP1,9416,7.8
CIRP1,9417,7.2
CIRP1,9419,6.8
CIRP1,9427,5.3
CIRP1,9429,6.9
CIRP1,9444,5
CIRP1,9454,6
CIRP1,9458,6.1
CIRP1,9470,6.7
CIRP1,9528,0
CIRP1,9564,6.2
CIRP1,9565,6.3
CIRP1,9570,5.2
CIRP1,9584,0
CIRP1,9638,5.8
CIRP1,9639,6.7
CIRP1,9642,7.5
CIRP1,9651,6.4
CIRP1,9661,5.7
CIRP1,9677,7.6
CIRP1,9687,6.7
CIRP1,9700,5.7
CIRP1,9782,7.2
CIRP1,9801,8.5
CIRP1,9864,0
CIRP1,9873,6.8
CIRP1,9878,7.2
CIRP1,9880,7.2
CIRP1,9904,8
CIRP1,9913,5
CIRP1,9923,5.2
CIRP1,9934,0
CIRP1,9958,0
CIRP1,9982,5.7
CIRP1,10007,5.5
CIRP1,10026,0
CIRP1,10083,7.5
CIRP1,10090,6.6
CIRP1,10100,6.1
CIRP1,10101,7.1
CIRP1,10114,6.6
CIRP1,10132,0
CIRP1,10133,7.2
CIRP1,10156,6.6
CIRP1,10168,6.7
CIRP1,10180,7.1
CIRP1,10204,7.6
CIRP1,10214,0
CIRP1,10219,7.9
CIRP1,10230,5.6
CIRP1,10235,5.8
CIRP1,10237,8.2
CIRP1,10238,5.8
CIRP1,10239,7
CIRP1,10240,6.9
CIRP1,10257,5.9
CIRP1,10258,5.9
CIRP1,10267,0
CIRP1,10297,5.5
CIRP1,10313,5.4
CIRP1,10364,5.9
CIRP1,10367,0
CIRP1,10371,0
CIRP1,10391,5.8
CIRP1,10394,5.4
CIRP1,10404,0
CIRP1,10413,0
CIRP1,10430,0
CIRP1,10442,0
CIRP1,10517,6.4
CIRP1,10518,6.7
CIRP1,10531,9.4
CIRP1,10548,0
CIRP1,10579,8
CIRP1,10607,6.8
CIRP1,10610,6.4
CIRP1,10617,8.9
CIRP1,10621,7.5
CIRP1,10624,5.6
CIRP1,10630,0
CIRP1,10634,7.4
CIRP1,10635,7.6
CIRP1,10646,6.7
CIRP1,10661,5.6
CIRP1,10668,5.7
CIRP1,10680,7.6
CIRP1,10690,0
CIRP1,10715,5.4
CIRP1,10719,7.1
CIRP1,10767,5.7
CIRP1,10770,7.4
CIRP1,10783,0
CIRP1,10831,7.2
CIRP1,10836,5.6
CIRP1,10894,0
CIRP1,10917,0
CIRP1,10918,0
CIRP1,10927,0
CIRP1,10964,0
CIRP1,10972,0
CIRP1,11005,5.5
CIRP1,11018,7.2
CIRP1,11115,6.2
CIRP1,11138,5.4
CIRP1,11207,0
CIRP1,11226,7.5
CIRP1,11230,5.7
CIRP1,11259,7.3
CIRP1,11273,7.7
CIRP1,11289,7.5
CIRP1,11291,8
CIRP1,11295,8
CIRP1,11302,7.9
CIRP1,11318,5.5
CIRP1,11333,0
CIRP1,11367,5.5
CIRP1,11390,6.1
CIRP1,11400,5.3
CIRP1,11427,0
CIRP1,11439,0
CIRP1,11499,0
CIRP1,11575,0
CIRP1,11579,0
CIRP1,11668,0
CIRP1,11683,7
CIRP1,11742,7.5
CIRP1,11790,10
CIRP1,11808,5.4
CIRP1,11820,5.7
CIRP1,11824,5.6
CIRP1,11833,6.3
CIRP1,11852,0
CIRP1,11885,7.2
CIRP1,11914,5.4
CIRP1,11915,5.4
CIRP1,11974,6.6
CIRP1,11979,5.3
CIRP1,12023,0
CIRP1,12035,0
CIRP1,12041,0
CIRP1,12057,0
CIRP1,12092,5.2
CIRP1,12219,0
CIRP1,12228,0
CIRP1,12348,0
CIRP1,12374,0
CIRP1,12450,7.1
CIRP1,12454,7.8
CIRP1,12473,0
CIRP1,12492,6.4
CIRP1,12530,5.3
CIRP1,12544,7.8
CIRP1,12555,7.2
CIRP1,12587,0
CIRP1,12594,7.7
CIRP1,12597,0
CIRP1,12598,7.5
CIRP1,12604,6.5
CIRP1,12647,0
CIRP1,12675,5.9
CIRP1,12717,0
CIRP1,12793,0
CIRP1,12894,6.2
CIRP1,12901,5.8
CIRP1,13017,0
CIRP1,13099,6.8
CIRP1,13109,7.4
CIRP1,13116,6.4
CIRP1,13129,0
CIRP1,13195,0
CIRP1,13308,8
CIRP1,13313,7.7
CIRP1,13314,7.2
CIRP1,13327,8.1
CIRP1,13331,7.2
CIRP1,13387,0
CIRP1,13450,5.4
CIRP1,13472,8.3
CIRP1,13493,6.6
CIRP1,13505,8
CIRP1,13611,0
CIRP1,13695,7.2
CIRP1,13711,5
CIRP1,13712,5.3
CIRP1,13738,6.5
CIRP1,13755,6.3
CIRP1,13765,7.4
CIRP1,13769,8.5
CIRP1,13789,8
CIRP1,13791,7.8
CIRP1,13804,5.9
CIRP1,13847,0
CIRP1,13916,6.2
CIRP1,13945,0
CIRP1,13986,6.8
CIRP1,14052,0
CIRP1,14080,0
CIRP1,14113,5.3
CIRP1,14130,5.3
CIRP1,14190,5.4
CIRP1,14231,0
CIRP1,14253,5.7
CIRP1,14357,6.4
CIRP1,14463,0
CIRP1,14520,0
CIRP1,14584,6.4
CIRP1,14592,6.4
CIRP1,14652,6.6
CIRP1,14670,5.8
CIRP1,14677,6.7
CIRP1,14687,7.3
CIRP1,14708,8.2
CIRP1,14759,5.8
CIRP1,14866,5.4
CIRP1,14896,5.8
CIRP1,14917,0
CIRP1,14925,0
CIRP1,14985,7.6
CIRP1,15004,5.9
CIRP1,15020,7.3
CIRP1,15113,0
CIRP1,15130,6.3
CIRP1,15139,7.8
CIRP1,15209,6.5
CIRP1,15376,7.3
CIRP1,15387,7.5
CIRP1,15391,0
CIRP1,15433,5.3
CIRP1,15443,7.8
CIRP1,15459,6.3
CIRP1,15478,6.8
CIRP1,15541,5.6
CIRP1,15606,5
CIRP1,15624,5.3
CIRP1,15664,6.4
CIRP1,15671,6.4
CIRP1,15684,5
CIRP1,15689,0
CIRP1,15759,5.3
CIRP1,15818,7.5
CIRP1,15876,5.6
CIRP1,15906,0
CIRP1,15907,5
CIRP1,15993,5
CIRP1,16028,0
CIRP1,16043,5.4
CIRP1,16058,0
CIRP1,16078,7.9
CIRP1,16124,0
CIRP1,16143,6.3
CIRP1,16229,6.1
CIRP1,16231,5.1
CIRP1,16259,5.3
CIRP1,16274,6.3
CIRP1,16351,7
CIRP1,16362,9.3
CIRP1,16363,8.6
CIRP1,16402,0
CIRP1,16406,6
CIRP1,16473,6.7
CIRP1,16490,7.1
CIRP1,16500,5.1
CIRP1,16564,6.1
CIRP1,16615,6.5
CIRP1,16623,7
CIRP1,16630,6
CIRP1,16639,6.5
CIRP1,16666,5.4
CIRP1,16685,7
CIRP1,16726,0
CIRP1,16741,5.4
CIRP1,16752,8.2
CIRP1,16757,5.7
CIRP1,16842,0
CIRP1,16850,8.1
CIRP1,16873,0
CIRP1,16923,6.8
CIRP1,16960,6.6
CIRP1,17036,6.5
CIRP1,17100,5.5
CIRP1,17134,5.8
CIRP1,17150,7.1
CIRP1,17173,0
CIRP1,17182,6.5
CIRP1,17336,5.5
CIRP1,17429,0
CIRP1,17457,7
CIRP1,17473,6.6
CIRP1,17477,6.3
CIRP1,17507,0
CIRP1,17513,0
CIRP1,17523,0
CIRP1,17676,7.4
CIRP1,17700,6.8
CIRP1,17925,7.4
CIRP1,18068,6.3
CIRP1,18104,7.3
CIRP1,18142,8.1
CIRP1,18283,6
CIRP1,18343,5.7
CIRP1,18377,5.6
CIRP1,18381,7.5
CIRP1,18465,0
CIRP1,18597,5.6
CIRP1,18735,5.4
CIRP1,18794,6.2
CIRP1,18807,6.7
CIRP1,19003,6.1
CIRP1,19063,6
CIRP1,19094,0
CIRP1,19150,6.2
CIRP1,19161,6.2
CIRP1,19233,0
CIRP1,19235,5.9
CIRP1,19241,5.7
CIRP1,19254,5.7
CIRP1,19266,5.6
CIRP1,19392,5.9
CIRP1,19395,0
CIRP1,19396,6.3
CIRP1,19527,7.4
CIRP1,19529,6.7
CIRP1,19596,6.5
CIRP1,19646,5.6
CIRP1,19649,5.2
CIRP1,19660,0
CIRP1,19667,6.7
CIRP1,19844,5.1
CIRP1,19861,9
CIRP1,19910,5.7
CIRP1,19988,6.9
CIRP1,20058,5.9
CIRP1,20140,0
CIRP1,20194,6.2
CIRP1,20279,5.5
CIRP1,20299,6.2
CIRP1,20313,7.9
CIRP1,20674,7.3
CIRP1,20689,0
CIRP1,20737,0
CIRP1,20811,0
CIRP1,20824,6.9
CIRP1,21022,7.8
CIRP1,21102,7.5
CIRP1,21109,5.6
CIRP1,21138,6.3
CIRP1,21233,6.4
CIRP1,21236,0
CIRP1,21307,5.7
CIRP1,21319,7.6
CIRP1,21389,8.4
CIRP1,21439,0
CIRP1,21501,5.6
CIRP1,21640,5.8
CIRP1,21651,6.8
CIRP1,21700,5.7
CIRP1,21704,5.3
CIRP1,21720,6.7
CIRP1,21722,6.9
CIRP1,21743,7.1
CIRP1,21751,0
CIRP1,21777,5.9
CIRP1,21782,5.8
CIRP1,21788,7.7
CIRP1,21855,7.2
CIRP1,21874,5.5
CIRP1,22128,0
CIRP1,22174,0
CIRP1,22262,6.8
CIRP1,22267,6.6
CIRP1,22297,5
CIRP1,22308,6.4
CIRP1,22323,5.9
CIRP1,22379,5.7
CIRP1,22425,6.5
CIRP1,22530,7.4
CIRP1,22565,6.9
CIRP1,23009,0
CIRP1,23087,0
CIRP1,23167,5.3
CIRP1,23190,5
CIRP1,23327,0
CIRP1,23342,0
CIRP1,23403,0
CIRP1,23480,7.6
CIRP1,23497,5.3
CIRP1,23573,7
CIRP1,23576,7.2
CIRP1,23700,6.4
CIRP1,23897,6.5
CIRP1,24066,5.2
CIRP1,24199,6.8
CIRP1,24239,5.7
CIRP1,24250,0
CIRP1,24316,6
CIRP1,24341,0
CIRP1,24352,6.8
CIRP1,24360,8.7
CIRP1,24405,6
CIRP1,24466,6.7
CIRP1,24478,0
CIRP1,24526,0
CIRP1,24529,0
CIRP1,24807,0
CIRP1,24823,0
CIRP1,24841,0
CIRP1,25015,8.3
CIRP1,25215,7.8
CIRP1,25223,5.7
CIRP1,25229,7.1
CIRP1,25249,7.5
CIRP1,25295,6.1
CIRP1,25382,8.2
CIRP1,25419,0
CIRP1,25429,6.1
CIRP1,25430,0
CIRP1,25474,5.9
CIRP1,25495,7.6
CIRP1,25654,7.2
CIRP1,25803,5.9
CIRP1,25945,0
CIRP1,26001,0
CIRP1,26035,6.3
CIRP1,26105,0
CIRP1,26133,6.4
CIRP1,26175,5.6
CIRP1,26248,7.6
CIRP1,26383,7.6
CIRP1,26388,7.5
CIRP1,26391,8.2
CIRP1,26533,5.8
CIRP1,26618,7
CIRP1,26721,6.2
CIRP1,26751,0
CIRP1,26757,6
CIRP1,26879,6.3
CIRP1,26937,5.6
CIRP1,26987,7.4
CIRP1,27125,7.7
CIRP1,27200,6.1
CIRP1,27304,0
CIRP1,27400,8.7
CIRP1,27402,5.7
CIRP1,27447,6.9
CIRP1,27453,6
CIRP1,27501,5.9
CIRP1,27648,0
CIRP1,27661,0
CIRP1,27812,7.5
CIRP1,27901,6.4
CIRP1,27934,7.6
CIRP1,27990,8
CIRP1,28061,0
CIRP1,28204,7.9
CIRP1,28281,0
CIRP1,28329,5.6
CIRP1,28417,8
CIRP1,28425,7.6
CIRP1,28688,6.5
CIRP1,28689,8.1
CIRP1,28693,9.5
CIRP1,28718,6.4
CIRP1,28864,7.1
CIRP1,28871,6.9
CIRP1,28876,7
CIRP1,28892,5.5
CIRP1,29083,5.7
CIRP1,29088,6.1
CIRP1,29112,6.9
CIRP1,29243,0
CIRP1,29327,0
CIRP1,29435,0
CIRP1,29566,5
CIRP1,29626,5
CIRP1,30131,5.8
CIRP1,30219,7.8
CIRP1,30323,8.5
CIRP1,30487,6.4
CIRP1,30541,6.5
CIRP1,30668,5.7
CIRP1,30699,6
CIRP1,30768,6.9
CIRP1,30819,5.6
CIRP1,30843,8.2
CIRP1,30949,6.6
CIRP1,30951,5.3
CIRP1,30966,6.8
CIRP1,31016,5.2
CIRP1,31072,0
CIRP1,31101,9.2
CIRP1,31211,5.7
CIRP1,31236,5
CIRP1,31260,0
CIRP1,31264,0
CIRP1,31275,0
CIRP1,31307,7.3
CIRP1,31315,7.8
CIRP1,31343,5
CIRP1,31346,0
CIRP1,31378,7.3
CIRP1,31388,5.6
CIRP1,31401,7.4
CIRP1,31402,8.1
CIRP1,31477,6.2
CIRP1,31508,7.3
CIRP1,31513,0
CIRP1,31553,8
CIRP1,31593,6.7
CIRP1,31640,7.1
CIRP1,31703,8.1
CIRP1,31707,6.6
CIRP1,31721,5.4
CIRP1,31796,7.3
CIRP1,31800,7.6
CIRP1,31862,6.6
CIRP1,32170,5.2
CIRP1,32594,0
CIRP1,32681,7.8
CIRP1,32778,8.5
CIRP1,32798,6.8
CIRP1,32938,6
CIRP1,33014,6.4
CIRP1,33036,6.8
CIRP1,33037,0
CIRP1,33039,5.9
CIRP1,33042,5.2
CIRP1,33166,0
CIRP1,33255,6.1
CIRP1,33309,6.3
CIRP1,33344,0
CIRP1,33478,6.8
CIRP1,33498,0
CIRP1,33572,7.2
CIRP1,33613,6.5
CIRP1,33624,5.6
CIRP1,33625,8
CIRP1,33630,9
CIRP1,33672,7.2
CIRP1,33675,7.7
CIRP1,33741,6.2
CIRP1,33746,6.4
CIRP1,33791,5.7
CIRP1,33887,7.9
CIRP1,34040,7.6
CIRP1,34042,6.1
CIRP1,34055,6.9
CIRP1,34154,6
CIRP1,34312,7.9
CIRP1,34313,6.9
CIRP1,34328,8.7
CIRP1,34359,5.2
CIRP1,34457,7.8
CIRP1,34474,5.5
CIRP1,34521,6.2
CIRP1,34536,5.4
CIRP1,34633,7.5
CIRP1,34755,5.8
CIRP1,34870,7
CIRP1,35330,8.5
CIRP1,35370,5.6
CIRP1,35375,6.8
CIRP1,35455,7.5
CIRP1,35775,7.9
CIRP1,35802,7.9
CIRP1,35803,7
CIRP1,35805,7.6
CIRP1,35935,5.7
CIRP1,35949,7.1
CIRP1,36054,5.8
CIRP1,36109,6.6
CIRP1,36119,5.5
CIRP1,36131,6.5
CIRP1,36294,0
CIRP1,36462,7.6
CIRP1,36604,5.3
CIRP1,36709,7.4
CIRP1,36735,5.3
CIRP1,36811,7.5
CIRP1,36846,8.6
CIRP1,36910,7.4
CIRP1,36920,6.4
CIRP1,36921,5.6
CIRP1,36976,6.2
CIRP1,37264,6.2
CIRP1,37367,7.6
CIRP1,37393,7.7
CIRP1,37464,6.9
CIRP1,37497,5.9
CIRP1,37542,0
CIRP1,37632,8.4
CIRP1,37720,0
CIRP1,37768,0
CIRP1,37792,5.4
CIRP1,37801,7.6
CIRP1,37851,0
CIRP1,37907,5.8
CIRP1,38072,6.6
CIRP1,38081,6.8
CIRP1,38258,6.3
CIRP1,38409,6.1
CIRP1,38521,6
CIRP1,38668,6.8
CIRP1,38853,5.3
CIRP1,38945,5.6
CIRP1,39040,5.9
CIRP1,39042,7.6
CIRP1,39147,6.4
CIRP1,39186,6
CIRP1,39187,6.3
CIRP1,39214,5
CIRP1,39468,6.8
CIRP1,39562,7.4
CIRP1,39765,7.8
CIRP1,39800,0
CIRP1,39836,0
CIRP1,39912,6.5
CIRP1,39941,7.5
CIRP1,39981,0
CIRP1,39985,6.9
CIRP1,40326,8.2
CIRP1,40391,7.3
CIRP1,40585,7.8
CIRP1,40589,7.3
CIRP1,40632,6.4
CIRP1,40704,7.2
CIRP1,40854,7.4
CIRP1,40973,7.6
CIRP1,41049,6.8
CIRP1,41386,6.4
CIRP1,41684,6.6
CIRP1,41693,6.6
CIRP1,41781,7
CIRP1,41867,7.5
CIRP1,42008,0
CIRP1,42113,0
CIRP1,42300,5
CIRP1,42396,5.4
CIRP1,42548,6.5
CIRP1,42553,7.9
CIRP1,42690,7.3
CIRP1,42725,6.4
CIRP1,42884,7.5
CIRP1,42890,7.9
CIRP1,43008,6.5
CIRP1,43157,5
CIRP1,43231,5.5
CIRP1,43507,5.7
CIRP1,43594,5.3
CIRP1,43672,7.1
CIRP1,43708,5.9
CIRP1,43814,0
