,0,1,2,3
670006,1.0673062044344138e-07,1.788926340150037e-11,8.811515551472074e-15,2.058217214841664e-18
673481,9.239300684303117e-08,1.64555020414592e-11,7.72476280837936e-15,1.8552042798235905e-18
676157,9.094665349743079e-08,1.631086670689914e-11,7.615133095261136e-15,1.8347246905455567e-18
680935,9.523966303962233e-08,1.674016766111832e-11,7.940531730356645e-15,1.895511408022446e-18
685814,9.598612680362385e-08,1.6814814037518494e-11,7.997111686111955e-15,1.9060809354095045e-18
688009,8.335655420024605e-08,1.555185677718054e-11,7.039823879833148e-15,1.7272529467571666e-18
688267,7.41402754963041e-08,1.463022890678619e-11,6.341254617070383e-15,1.5967553729085925e-18
688272,9.129645091333647e-08,1.6345846448489715e-11,7.641646803320015e-15,1.839677634741426e-18
688357,9.129249303386026e-08,1.6345450660542097e-11,7.641346806647104e-15,1.83962159328632e-18
688424,9.871977485495072e-08,1.7088178842651233e-11,8.204314893090872e-15,1.9447879287539495e-18
688561,9.109175393149383e-08,1.6325376750305448e-11,7.62613131987067e-15,1.8367792350333995e-18
688857,1.0978780476523112e-07,1.8194981833679386e-11,9.043241941960794e-15,2.1015053086176043e-18
688859,1.1162029365810195e-07,1.8378230722966455e-11,9.182139696253556e-15,2.1274523705832776e-18
689043,8.821104365235892e-08,1.6037305722391885e-11,7.407781189566174e-15,1.7959899192516386e-18
691952,8.950626540104132e-08,1.616682789726017e-11,7.50595553206996e-15,1.814329566003717e-18
695906,8.64982148338268e-08,1.586602284053865e-11,7.277953348694865e-15,1.771737179895918e-18
697959,8.98322651640838e-08,1.6199427873564418e-11,7.530665441724936e-15,1.818945548171667e-18
697993,8.164152091670805e-08,1.53803534488267e-11,6.9098289464136205e-15,1.7029689933568059e-18
705712,8.588032805541288e-08,1.5804234162697258e-11,7.231119184371813e-15,1.762988233809723e-18
708346,9.347749125186258e-08,1.6563950482342345e-11,7.80696382446095e-15,1.8705599986310703e-18
708857,8.790815791714044e-08,1.600701714887003e-11,7.38482326136653e-15,1.7917012193469318e-18
708990,1.0234038009719154e-07,1.745023936687536e-11,8.478747081621089e-15,1.9960537612177322e-18
735838,9.824019462469148e-08,1.7040220819625295e-11,8.167963995006113e-15,1.9379973293672585e-18
735998,1.0818165771975273e-07,1.803436712913152e-11,8.921500294003844e-15,2.0787631260717e-18
736027,9.557703071041148e-08,1.6773904428197242e-11,7.966103296997994e-15,1.9002883536799254e-18
736104,9.919640289403283e-08,1.7135841646559462e-11,8.24044202298454e-15,1.9515367266936004e-18
736186,8.928875467478129e-08,1.614507682463415e-11,7.489468801083689e-15,1.8112497305327213e-18
736234,8.848443872243113e-08,1.6064645229399114e-11,7.428503804265493e-15,1.7998610471214307e-18
736259,1.0243023594714176e-07,1.7459224951870382e-11,8.485557914590771e-15,1.997326071961719e-18
736299,8.842260418488466e-08,1.6058461775644466e-11,7.42381691179027e-15,1.7989855031639308e-18
736407,1.0224386405901665e-07,1.744058776305787e-11,8.471431424206805e-15,1.994687145773051e-18
736681,9.540254461459775e-08,1.6756455818615866e-11,7.952877717864537e-15,1.897817723949049e-18
736715,7.153598235130821e-08,1.4369799592286617e-11,6.143856165834338e-15,1.5598799758063895e-18
739358,8.808581784675369e-08,1.6024783141831362e-11,7.398289408608734e-15,1.7942167888657562e-18
745994,9.108746579487195e-08,1.6324947936643262e-11,7.625806290589895e-15,1.8367185173138662e-18
756618,8.687726002452628e-08,1.5903927359608606e-11,7.306683959815318e-15,1.777104256929309e-18
763808,9.465480900268478e-08,1.6681682257424583e-11,7.89620135944104e-15,1.887230187876266e-18
766948,1.0608314171884149e-07,1.7824515529040358e-11,8.762438396816923e-15,2.0490492626352378e-18
774282,9.226522838318777e-08,1.6442724195474853e-11,7.715077543061637e-15,1.853395005219888e-18
776315,9.619557786450217e-08,1.683575914360632e-11,8.01298751603017e-15,1.909046650332269e-18
784625,9.977845871121466e-08,1.7194047228277642e-11,8.284560296330768e-15,1.9597783255456632e-18
806138,7.125162735068098e-08,1.4341364092223886e-11,6.122302817728001e-15,1.5558536611857504e-18
825790,6.392529710816603e-08,1.3608731067975966e-11,5.566986590794058e-15,1.4521167460414718e-18
831616,1.0285868563853733e-07,1.7502069921009942e-11,8.518033254656296e-15,2.0033926902834245e-18
834826,1.069317163342497e-07,1.7909372990581204e-11,8.826758081857629e-15,2.0610646250279644e-18
836853,8.958404365431233e-08,1.6174605722587272e-11,7.511850915531323e-15,1.8154308644427178e-18
853608,1.0032788293927337e-07,1.7248989651083515e-11,8.326205182544435e-15,1.967557878560331e-18
854023,8.867126925544704e-08,1.6083328282700716e-11,7.442665058704846e-15,1.8025064674762846e-18
854026,7.53261956009755e-08,1.474882091725337e-11,6.431144187452137e-15,1.6135473668802671e-18
854498,8.073289710168891e-08,1.5289491067324773e-11,6.84095769273559e-15,1.6901033664362226e-18
855908,9.511735107273744e-08,1.672793646442983e-11,7.9312608105767e-15,1.8937795360333433e-18
869249,1.0336725226769544e-07,1.7552926583925754e-11,8.556581244209253e-15,2.0105937215648576e-18
891831,7.683860440252554e-08,1.4900061797408387e-11,6.54578072736524e-15,1.6349622660613316e-18
909781,8.932890638349785e-08,1.6149091995505814e-11,7.492512193157416e-15,1.8118182572387493e-18
941361,9.43914071042746e-08,1.665534206758356e-11,7.876236200411736e-15,1.8835005579688105e-18
941651,8.479638408435398e-08,1.5695839765591336e-11,7.148959132027157e-15,1.747640167311858e-18
961704,9.423777349219435e-08,1.6639978706375534e-11,7.86459118374349e-15,1.8813251882472443e-18
969472,7.507183431093779e-08,1.472338478824959e-11,6.411864282344555e-15,1.6099457471487896e-18
969516,8.129840335314864e-08,1.534604169247077e-11,6.8838215532871365e-15,1.69811063229507e-18
976666,8.290138203747348e-08,1.550633956090328e-11,7.005323047947263e-15,1.720807952542764e-18
984170,7.998972045613759e-08,1.5215173402769626e-11,6.784626891762391e-15,1.6795803828871371e-18
1069140,8.648266856709423e-08,1.586446821386539e-11,7.276774983278741e-15,1.7715170530794254e-18
1082702,1.0168303555608803e-07,1.7384504912764995e-11,8.428922124476137e-15,1.986746114329849e-18
1116191,9.725636089203111e-08,1.694183744635924e-11,8.093392030834533e-15,1.9240667702656064e-18
1117937,7.929880597743847e-08,1.514608195489971e-11,6.7322574231817016e-15,1.6697974036497014e-18
1121782,9.042499812829509e-08,1.625870116998556e-11,7.57559301424367e-15,1.827338329711201e-18
1122713,7.64652585367743e-08,1.486272721083325e-11,6.517482109824321e-15,1.6296758884189006e-18
1150567,8.578829088296981e-08,1.5795030445452948e-11,7.224143012994442e-15,1.761685036706692e-18
1184681,1.032276419153049e-07,1.75389655486867e-11,8.545999153098912e-15,2.008616913695178e-18
1190625,8.219308640126489e-08,1.543550999728241e-11,6.9516361341397734e-15,1.7107788654174775e-18
1202104,8.343753230643957e-08,1.55599545877999e-11,7.045961803583148e-15,1.7283995534009726e-18
1235170,1.0390050317662026e-07,1.7606251674818233e-11,8.597000236112765e-15,2.0181442690366342e-18
1237169,8.640127467674917e-08,1.5856328824830887e-11,7.270605544202699e-15,1.7703645591545633e-18
1237170,8.69794383968621e-08,1.591414519684219e-11,7.314428807006455e-15,1.7785510479952003e-18
1283969,9.285911479721948e-08,1.650211283687803e-11,7.760092543990113e-15,1.8618041189915486e-18
1286536,8.302003671524698e-08,1.5518205028680633e-11,7.014316754999561e-15,1.7224880392754495e-18
1289593,1.0206451972202772e-07,1.7422653329358976e-11,8.457837603393041e-15,1.99214772594729e-18
1349907,5.982540608272051e-08,1.3198741965433647e-11,5.256225822479577e-15,1.3940644834040155e-18
1415427,1.0959477657683254e-07,1.8175679014839525e-11,9.028610921828521e-15,2.0987721327795485e-18
1432578,9.701037294961388e-08,1.6917238652117513e-11,8.074746803069293e-15,1.9205837126549756e-18
1453694,8.617024174622409e-08,1.5833225531778372e-11,7.253093866318893e-15,1.7670932565083288e-18
1484819,9.228532205684349e-08,1.6444733562840426e-11,7.71660058975356e-15,1.853679520884617e-18
1503946,8.882988297420838e-08,1.6099189654576855e-11,7.454687554132613e-15,1.8047523528430767e-18
1504717,8.907049050847606e-08,1.6123250408003635e-11,7.472924961358211e-15,1.8081592267539312e-18
1510981,9.969355796979253e-08,1.7185557154135435e-11,8.278125047327512e-15,1.958576176486434e-18
1535935,6.72709900486666e-08,1.3943300362024209e-11,5.82058116252327e-15,1.4994899674468172e-18
1548887,9.206633488315131e-08,1.6422834845471215e-11,7.700001948002932e-15,1.850578779708186e-18
1548942,1.0156379287029784e-07,1.7372580644185976e-11,8.419883847989691e-15,1.9850577017183528e-18
1548943,1.0242776363760884e-07,1.745897772091709e-11,8.48537052014414e-15,1.9972910653819253e-18
1548953,8.321405810234962e-08,1.5537607167390893e-11,7.029023056935778e-15,1.7252352782755894e-18
1548968,1.0267195374001936e-07,1.7483396731158146e-11,8.503879476447933e-15,2.000748666540272e-18
1548970,1.0290352612469588e-07,1.7506553969625793e-11,8.521432043512836e-15,2.0040276075685738e-18
1548972,8.538936781851987e-08,1.5755138139007945e-11,7.193905712237387e-15,1.756036499619734e-18
1548992,7.772288370076485e-08,1.498848972723231e-11,6.612806731817905e-15,1.6474831876536215e-18
1549008,1.0746879668953873e-07,1.79630810261101e-11,8.867467335547858e-15,2.0686693954107187e-18
1549093,7.23804237741604e-08,1.4454243734571837e-11,6.207862565939826e-15,1.5718368144046319e-18
1549098,5.782775512207299e-08,1.2998976869369002e-11,5.104809225427327e-15,1.36577881495422e-18
1549100,7.368655120180576e-08,1.458485647733638e-11,6.3068635297251524e-15,1.5903308797340466e-18
1549107,9.822627452452573e-08,1.7038828809608717e-11,8.166908888664092e-15,1.9378002281990197e-18
1549120,9.289394130950624e-08,1.6505595488106707e-11,7.76273230042482e-15,1.8622972437662026e-18
1549789,9.875633858814297e-08,1.7091835215970462e-11,8.207086326221362e-15,1.9453056516468556e-18
1550874,9.501637421225647e-08,1.6717838778381736e-11,7.923607034768887e-15,1.8923497577322624e-18
1587957,8.210536266630713e-08,1.542673762378663e-11,6.9449869097809205e-15,1.709536744280665e-18
1711973,9.595448990914165e-08,1.6811650348070274e-11,7.994713694171333e-15,1.9056329739158633e-18
1712019,1.0159145002548287e-07,1.7375346359704476e-11,8.421980186341465e-15,1.9854493122335223e-18
1712058,9.666431130739511e-08,1.6882632487895626e-11,8.048516256658855e-15,1.915683665015109e-18
1712076,8.26681529657171e-08,1.5483016653727643e-11,6.987644908435053e-15,1.7175055537120791e-18
1712095,7.563371074122568e-08,1.4779572431278395e-11,6.454453012164769e-15,1.6179016166825423e-18
1714210,7.559060820450104e-08,1.4775262177605928e-11,6.451185955224525e-15,1.6172913078312182e-18
1738118,6.610720272461206e-08,1.3826921629619388e-11,5.732369197684876e-15,1.483011361803191e-18
1794427,9.1823943361641e-08,1.6398595693320184e-11,7.681629319318319e-15,1.8471466454927745e-18
1916699,7.225578679744485e-08,1.4441780036900277e-11,6.198415416636503e-15,1.5700720215206835e-18
1933963,8.109891493877785e-08,1.5326092851033674e-11,6.868700865313898e-15,1.6952859831147937e-18
2033049,5.597834126852776e-08,1.281403548401446e-11,4.9646286044070675e-15,1.3395921046037236e-18
2059510,7.406509644451687e-08,1.4622711001607475e-11,6.3355562461259655e-15,1.5956908777714965e-18
2079916,1.0279734961915721e-07,1.749593631907193e-11,8.51338414852403e-15,2.0025242050763525e-18
2255489,9.332327082484945e-08,1.6548528439641032e-11,7.795274328791146e-15,1.8683763199241215e-18
2266114,9.687912455399101e-08,1.6904113812555223e-11,8.064798525905124e-15,1.918725305617765e-18
2352168,9.235193292242336e-08,1.6451394649398414e-11,7.721649515112144e-15,1.8546226950907545e-18
2376771,9.556586703784998e-08,1.6772788060941095e-11,7.965257120492104e-15,1.900130282051309e-18
2405215,9.020948321233123e-08,1.6237149678389176e-11,7.559257560337007e-15,1.8242867538458328e-18
2723601,7.771883622144705e-08,1.498808497930053e-11,6.612499943716773e-15,1.6474258775127133e-18
2723722,8.268806316012747e-08,1.5485007673168678e-11,6.9891540478911725e-15,1.7177874714088928e-18
2724354,5.946445974701833e-08,1.3162647331863544e-11,5.2288670561350105e-15,1.3889536764708052e-18
2724877,6.673857463438782e-08,1.389005882059662e-11,5.780225498878339e-15,1.4919512501321087e-18
2724883,9.798511469468379e-08,1.7014712826624522e-11,8.148629618911905e-15,1.9343855340784264e-18
2724898,7.640808315889524e-08,1.4857009673045347e-11,6.513148369183853e-15,1.6288663156686863e-18
2726820,8.12137529499849e-08,1.5337576652154383e-11,6.877405279253955e-15,1.6969120278915976e-18
2730282,8.23913247915441e-08,1.5455333836310342e-11,6.9666620736319676e-15,1.7135858149256361e-18
2733526,8.769695456088547e-08,1.5985896813244536e-11,7.368814612147945e-15,1.788710692859471e-18
2733779,9.682063682900996e-08,1.689826504005712e-11,8.0603653128662e-15,1.917897150734961e-18
2733981,7.081607800494753e-08,1.4297809157650532e-11,6.089289342862525e-15,1.54968651555839e-18
2734054,6.367473585344301e-08,1.3583674942503807e-11,5.5479947181944445e-15,1.4485689327762718e-18
2734086,7.881897414986481e-08,1.509809877214233e-11,6.695887454693784e-15,1.6630032417796931e-18
2734707,6.677761688701326e-08,1.3893963045859144e-11,5.7831847971492714e-15,1.4925040675336696e-18
2735289,9.680962882904274e-08,1.6897164240060398e-11,8.059530935926368e-15,1.917741283346962e-18
2737071,8.811260108233327e-08,1.6027461465389322e-11,7.400319506193047e-15,1.79459602514704e-18
2738139,9.153121514751804e-08,1.636932287190788e-11,7.659441304035933e-15,1.8430017706504237e-18
2740174,1.0230781661242455e-07,1.7446983018398663e-11,8.476278856616465e-15,1.995592679701574e-18
2742752,8.35349278204848e-08,1.5569694139204424e-11,7.0533441229149045e-15,1.7297786217532783e-18
2758978,7.1289868951363e-08,1.434518825229209e-11,6.125201428724204e-15,1.556395141784309e-18
2761171,8.122736988738585e-08,1.533893834589448e-11,6.878437406669678e-15,1.6971048364373414e-18
2763754,8.99761115658439e-08,1.6213812513740438e-11,7.541568614041728e-15,1.8209823362332648e-18
2763788,9.811952788806138e-08,1.702815414596228e-11,8.1588177792768e-15,1.9362887529580277e-18
2765355,9.056139894680878e-08,1.627234125183693e-11,7.585931831274955e-15,1.8292696922989444e-18
2766552,1.0183987275521498e-07,1.7400188632677697e-11,8.44080996446963e-15,1.98896684512942e-18
2776332,8.59768486758604e-08,1.5813886224742005e-11,7.238435189110104e-15,1.7643549141369325e-18
2776424,7.732517512442508e-08,1.4948718869598338e-11,6.582661486009607e-15,1.6418518470683036e-18
2782689,1.036774782595602e-07,1.758394918311223e-11,8.580095544219964e-15,2.0149863555751357e-18
2797541,1.0541778802019539e-07,1.775798015917574e-11,8.712006366962957e-15,2.0396282103630902e-18
2799606,7.948307539562113e-08,1.5164508896717974e-11,6.746224551970301e-15,1.6724065599892376e-18
2815031,8.646149411398861e-08,1.586235076855483e-11,7.275170016396708e-15,1.7712172341561246e-18
2817424,9.528647289248394e-08,1.6744848646404486e-11,7.944079791939195e-15,1.8961742104860942e-18
2822496,1.1234013843195539e-07,1.8450215200351807e-11,9.236702003788737e-15,2.1376449873164587e-18
2823014,9.321642800194284e-08,1.6537844157350372e-11,7.78717592872893e-15,1.8668634827345867e-18
2826728,7.804239864650553e-08,1.502044122180639e-11,6.637025109674932e-15,1.6520073482792853e-18
2826731,8.991161991883803e-08,1.6207363349039847e-11,7.536680319779966e-15,1.820069169027919e-18
2999413,7.630762668887774e-08,1.4846964026043592e-11,6.5055340375805935e-15,1.6274439058180521e-18
3000226,7.389991788695298e-08,1.4606193145851094e-11,6.32303615348464e-15,1.5933520378007962e-18
3000469,7.753708639594916e-08,1.4969909996750745e-11,6.598723793311184e-15,1.644852397257094e-18
3000477,9.586728311761553e-08,1.6802929668917662e-11,7.988103652741243e-15,1.9043981724213715e-18
3000493,6.495828670444261e-08,1.3712030027603066e-11,5.645284437884981e-15,1.4667433258633812e-18
3000505,8.45904739747228e-08,1.5675248754628218e-11,7.133351696737803e-15,1.7447245903636192e-18
3000540,7.855562663701976e-08,1.5071764020857818e-11,6.675926417944765e-15,1.6592743819427356e-18
3000541,9.008511190343785e-08,1.6224712547499838e-11,7.549830547943675e-15,1.8225257226760606e-18
3000663,7.947451813844754e-08,1.5163653171000616e-11,6.74557593477598e-15,1.6722853938075471e-18
3000715,7.77369933546034e-08,1.4989900692616165e-11,6.613876205821074e-15,1.6476829728004172e-18
3000926,9.823403735202126e-08,1.703960509235827e-11,8.16749729021473e-15,1.937910145681652e-18
3001028,8.482812383415013e-08,1.5699013740570958e-11,7.151364920125327e-15,1.748089585181696e-18
3001322,8.831096547842587e-08,1.6047297904998588e-11,7.415354996588705e-15,1.797404758830077e-18
3001386,8.185286872617816e-08,1.5401488229773726e-11,6.925848544799347e-15,1.7059615652244802e-18
3002085,7.0422950153524e-08,1.4258496372508254e-11,6.0594913037448015e-15,1.5441200355862702e-18
3002119,7.286248651306943e-08,1.4502450008462748e-11,6.244401631536989e-15,1.5786625647851534e-18
3003141,8.728410334658233e-08,1.5944611691814216e-11,7.337521594904104e-15,1.7828649406250078e-18
3003157,1.085792038191539e-07,1.8074121739071643e-11,8.951633224494988e-15,2.084392166070526e-18
3005573,8.555597041441598e-08,1.577179839859757e-11,7.206533743173533e-15,1.758395503211067e-18
3006048,7.973004949120165e-08,1.5189206306276018e-11,6.764944527506348e-15,1.6759035810008655e-18
3007908,7.476087781545452e-08,1.469228913870126e-11,6.388294612114409e-15,1.6055427695982446e-18
3008897,8.500718066387893e-08,1.571691942354384e-11,7.164936948658147e-15,1.750624934058529e-18
3009355,8.497218841396519e-08,1.571342019855246e-11,7.162284629754833e-15,1.7501294625277803e-18
3011155,7.13380470073157e-08,1.4350006057887362e-11,6.1288531964397165e-15,1.5570773172714589e-18
3013050,8.618624928674263e-08,1.5834826285830227e-11,7.254307195053612e-15,1.7673199147147543e-18
3013848,7.122828547033447e-08,1.4339029904189237e-11,6.120533565661201e-15,1.5555231526527371e-18
3025803,8.638163308910375e-08,1.5854364666066345e-11,7.269116764420568e-15,1.7700864447857825e-18
3025986,7.569485229871952e-08,1.4785686587027778e-11,6.459087378606442e-15,1.6187673484133825e-18
3032285,7.255562868141781e-08,1.4471764225297584e-11,6.221142629057153e-15,1.5743176221208392e-18
3032771,6.813135297559928e-08,1.4029336654717016e-11,5.8857943700313514e-15,1.511672246021501e-18
3033053,7.375116753529173e-08,1.459131811068498e-11,6.311761274888438e-15,1.5912458124332173e-18
3033538,1.0460996385494698e-07,1.7677197742650908e-11,8.650775456995125e-15,2.028189852534776e-18
3033621,8.256589695980164e-08,1.5472791053136103e-11,6.979894176826332e-15,1.7160576633962507e-18
3033769,9.671535449711219e-08,1.688773680686734e-11,8.052385193846542e-15,1.916406409262928e-18
3033825,1.0072600143655345e-07,1.728880150081153e-11,8.35638149926304e-15,1.9731950234067724e-18
3033860,8.509242674939407e-08,1.572544403209535e-11,7.1713983738195e-15,1.7518319730052834e-18
3033877,8.019455045475331e-08,1.5235656402631207e-11,6.80015245752718e-15,1.6824806660414785e-18
3033968,8.731463795949975e-08,1.5947665153105958e-11,7.339836036851844e-15,1.7832972944016386e-18
3033975,1.0298067150623076e-07,1.7514268507779286e-11,8.52727945699018e-15,2.005119944882507e-18
3033988,8.06204397685697e-08,1.527824533401286e-11,6.832433727823835e-15,1.6885110307869916e-18
3034026,8.070953840834945e-08,1.528715519799083e-11,6.839187166288916e-15,1.6897726198402275e-18
3034034,8.30812175238519e-08,1.5524323109541124e-11,7.018954096570415e-15,1.7233543267810152e-18
3034047,9.047640299293667e-08,1.626384165644972e-11,7.579489365422776e-15,1.828066195082382e-18
3034048,7.58685946025832e-08,1.4803060817414142e-11,6.472256580300486e-15,1.6212274464483272e-18
3034285,9.72043529089006e-08,1.6936636648046187e-11,8.089449964887927e-15,1.9233303650594147e-18
3034287,8.22713832940014e-08,1.5443339686556065e-11,6.957570829084727e-15,1.7118875075137315e-18
3034656,6.481415723259285e-08,1.3697617080418167e-11,5.634359809612958e-15,1.464702529680827e-18
3034794,6.972300530898798e-08,1.418850188805503e-11,6.0064373575994556e-15,1.534209191201736e-18
3035000,8.159183841620385e-08,1.537538519877628e-11,6.906063145827036e-15,1.7022655157399934e-18
3035016,8.20007568055273e-08,1.5416277037708644e-11,6.9370580654617506e-15,1.7080555812776113e-18
3035442,9.665646566675566e-08,1.688184792383168e-11,8.047921578093517e-15,1.9155725749426815e-18
3035714,8.274781047367636e-08,1.5490982404523564e-11,6.993682734372847e-15,1.7186334613916786e-18
3035850,8.180023877996227e-08,1.539622523515213e-11,6.921859335715254e-15,1.7052163533538777e-18
3036505,8.302892233343536e-08,1.5519093590499467e-11,7.0149902610801004e-15,1.722613854873369e-18
3037206,6.142046942365082e-08,1.3358248299525822e-11,5.377127355291393e-15,1.4166497266254495e-18
3037209,5.745392051145429e-08,1.2961593408307131e-11,5.0764735623333515e-15,1.3604855169460455e-18
3037233,7.684410617637284e-08,1.4900611974793118e-11,6.546197747099978e-15,1.6350401682344321e-18
3037234,9.641277997434598e-08,1.6857479354590708e-11,8.02945085471797e-15,1.912122115959983e-18
3037556,6.085407658641545e-08,1.3301609015802585e-11,5.334196293910814e-15,1.4086299071865692e-18
3037705,8.719186620225806e-08,1.593538797738179e-11,7.330530266193261e-15,1.7815589120271646e-18
3037918,8.296500697225965e-08,1.5512702054381896e-11,7.010145647742111e-15,1.721708847566947e-18
3037981,6.862353761326985e-08,1.4078555118483806e-11,5.923100648467974e-15,1.5186413170711561e-18
3038097,6.210477471649471e-08,1.3426678828809833e-11,5.4289958652703186e-15,1.426339123328391e-18
3038498,8.303873104587042e-08,1.5520074461742977e-11,7.015733735234314e-15,1.7227527409917766e-18
3038505,8.142089782813402e-08,1.5358291139969304e-11,6.893106306692701e-15,1.699845088501197e-18
3038506,8.40231840965739e-08,1.5618519766813328e-11,7.090352642056254e-15,1.7366920693054582e-18
3038517,8.738545177689468e-08,1.5954746534845446e-11,7.345203534710803e-15,1.784299980156036e-18
3038522,8.344528086198251e-08,1.5560729443354194e-11,7.04654912335797e-15,1.7285092688003942e-18
3038525,8.931000567384358e-08,1.6147201924540385e-11,7.491079569944399e-15,1.8115506333058002e-18
3045406,8.394593037186659e-08,1.5610794394342593e-11,7.084497016456371e-15,1.7355981979101878e-18
3047770,8.633166171678191e-08,1.5849367528834158e-11,7.26532906812323e-15,1.769378876898638e-18
3047788,9.800730104598856e-08,1.7016931461754993e-11,8.150311284969564e-15,1.9346996809386535e-18
3050408,8.594237187358404e-08,1.5810438544514372e-11,7.235821939758355e-15,1.7638667410688596e-18
3052762,7.74782394440993e-08,1.496402530156576e-11,6.594263351836904e-15,1.6440191559140882e-18
3052776,1.0170349322935341e-07,1.7386550680091533e-11,8.430472761364398e-15,1.987035784034236e-18
3052778,7.412955362701714e-08,1.4629156719857498e-11,6.340441928070427e-15,1.5966035569778883e-18
3053755,7.655505752673135e-08,1.4871707109828957e-11,6.5242886329586855e-15,1.6309473940558164e-18
3055168,8.384823517618434e-08,1.5601024874774368e-11,7.077091982058483e-15,1.7342148862262935e-18
3055171,1.0039778943016846e-07,1.7255980300173026e-11,8.331503907482732e-15,1.9685477170570963e-18
3057996,9.248531362350694e-08,1.6464732719506776e-11,7.731759415324137e-15,1.8565112944320697e-18
3058751,1.043642162217565e-07,1.765262297933186e-11,8.632148444026188e-15,2.0247101975741825e-18
3058754,7.671939441121692e-08,1.4888140798277522e-11,6.5367449290330124e-15,1.6332743163861953e-18
3062316,8.25674144105796e-08,1.54729427982139e-11,6.980009195534564e-15,1.7160791496871193e-18
3064778,9.810339304887961e-08,1.7026540662044102e-11,8.157594801644064e-15,1.9360602922706623e-18
3080766,7.507933851169369e-08,1.472413520832518e-11,6.41243308068042e-15,1.6100520026152065e-18
3080768,7.74947562413497e-08,1.49656769812908e-11,6.595515280869115e-15,1.64425302492328e-18
3080775,5.868819513440629e-08,1.3085020870602329e-11,5.17002827580285e-15,1.3779621850169882e-18
3080923,6.420193358058622e-08,1.3636394715217833e-11,5.587954895117162e-15,1.4560337704336729e-18
3081185,9.358248265171592e-08,1.6574449622327683e-11,7.814921891610176e-15,1.872046620661063e-18
3081349,6.398274558412688e-08,1.3614475915572018e-11,5.571341031538285e-15,1.4529301857143565e-18
3081361,8.534328659801867e-08,1.575053001695783e-11,7.190412879037913e-15,1.7553840142003406e-18
3081545,6.528982562118721e-08,1.3745183919277345e-11,5.6704142005675166e-15,1.471437739483145e-18
3081927,7.243532411289087e-08,1.4459733768444886e-11,6.212023864700892e-15,1.5726141738181146e-18
3082054,7.026824729146038e-08,1.4243026086301973e-11,6.047765240789234e-15,1.5419295258572199e-18
3082555,7.184017710767575e-08,1.4400219067923368e-11,6.166913314334098e-15,1.5641872107499734e-18
3082640,9.325719843942874e-08,1.654192120109896e-11,7.790266218787635e-15,1.867440770308842e-18
3082654,9.985954420423503e-08,1.7202155777579683e-11,8.290706359714878e-15,1.9609264527294626e-18
3082729,5.879234683130235e-08,1.309543604029194e-11,5.177922695714984e-15,1.3794369173025188e-18
3083542,7.987440534840211e-08,1.520364189199607e-11,6.7758863151822005e-15,1.677947582678835e-18
3083544,8.967022761036526e-08,1.618322411819256e-11,7.51838342876968e-15,1.8166511831343355e-18
3084092,7.303841682077385e-08,1.4520043039233194e-11,6.2577366780670096e-15,1.5811536437834524e-18
3084726,8.090456894827798e-08,1.5306658251983687e-11,6.853969959308818e-15,1.6925341479042784e-18
3085201,8.077620194460866e-08,1.529382155161675e-11,6.844240083944048e-15,1.6907165398349944e-18
3085218,9.137571908347362e-08,1.635377326550344e-11,7.647655118492774e-15,1.8408000296058395e-18
3086007,8.622159347836723e-08,1.583836070499269e-11,7.256986190196808e-15,1.7678203695517674e-18
3086401,7.406834045676395e-08,1.462303540283218e-11,6.3358021335732336e-15,1.595736811248703e-18
3086576,8.86546356790074e-08,1.608166492505675e-11,7.441404278122595e-15,1.8022709449362742e-18
3086671,9.933381463675339e-08,1.7149582820831524e-11,8.250857465365445e-15,1.9534824034270615e-18
3086674,6.777270707739193e-08,1.3993472064896472e-11,5.858609970692923e-15,1.5065940120520226e-18
3087722,7.685336258086854e-08,1.490153761524269e-11,6.546899357790379e-15,1.6351712339680164e-18
3092847,7.053911301390485e-08,1.4270112658546273e-11,6.068296137706855e-15,1.5457648395182996e-18
3113817,7.994540001888355e-08,1.521074135904422e-11,6.7812675212211515e-15,1.6789528292161435e-18
3137930,9.106256653172583e-08,1.632245801032865e-11,7.623918993074481e-15,1.8363659570739294e-18
3161908,8.875220628704093e-08,1.6091421985860106e-11,7.448799869110109e-15,1.803652492525743e-18
3236724,9.56926012282172e-08,1.6785461479977814e-11,7.97486323297802e-15,1.901924770358126e-18
3246941,9.694025736717387e-08,1.691022709387351e-11,8.069432229551422e-15,1.9195909135338417e-18
3253681,8.329256033550031e-08,1.5545457390705965e-11,7.034973316134629e-15,1.7263468278822087e-18
3256857,9.929554021260402e-08,1.714575537841659e-11,8.247956366438258e-15,1.9529404580657718e-18
3256859,1.0069699349819072e-07,1.7285900706975254e-11,8.354182775161127e-15,1.972784286524752e-18
3256861,8.631409769346587e-08,1.5847611126502553e-11,7.263997762157648e-15,1.7691301797288375e-18
3260017,6.706706040212002e-08,1.3922907397369661e-11,5.805123841036041e-15,1.4966024327959171e-18
3266379,8.019819544787986e-08,1.5236020901943862e-11,6.800428738252079e-15,1.6825322771933317e-18
3318551,7.438385205238852e-08,1.4654586562394654e-11,6.3597170682045286e-15,1.6002042865793363e-18
3323368,9.259043699349879e-08,1.6475245056505964e-11,7.739727485456712e-15,1.857999785088591e-18
3332061,5.7320373653595824e-08,1.2948238722521289e-11,5.066351067882467e-15,1.3585945649137276e-18
3340355,8.201165491426853e-08,1.5417366848582765e-11,6.93788411294072e-15,1.708209892664664e-18
